Link,Author Keywords
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864011929&partnerID=40&md5=67e37935b85fdc80524d0f4f360810b2","Management; Notiomystis cincta; Population modelling; Stitchbird; Translocation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865232582&partnerID=40&md5=96af4f65b4b5900bc91eb227685b3af8","Energy transition; Robust decision making; Scenario planning; Strategic planning; Sustainable; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865794995&partnerID=40&md5=e48fef2ca507cacffaba1255b0e31b57","Adaptation; Climate change; Climate modeling; Hurricane; Risk; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864047618&partnerID=40&md5=42f9f92792b5d24c38bccaa1cfedbdeb","Deep uncertainty; Dynamic adaptive planning; Exploratory modelling and analysis; Flexibility; Validation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862569203&partnerID=40&md5=3294164b28ed0d7da060125811540525",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859108005&partnerID=40&md5=b3936099838febe585389175b55d747d","Decision support; Many-objective decision analytics; Multiobjective evolutionary algorithms; Risk; Robust decision making; Sensitivity analysis; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861888662&partnerID=40&md5=f62e61b4f5b8edbca5fde575ed0c4bdd","Infrastructure systems; Multiple criteria decision analysis; Risk analysis; Robust decision making; Sustainable development; Systems engineering; Uncertainty analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861084131&partnerID=40&md5=6ed364879813cc6bd283fa206131912a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857194860&partnerID=40&md5=5307989a60f7f56a3c14ab712bea0c42","Analytical hierarchical process (AHP); Placement; Power distribution system; Reliability cost/worth; Remote terminal units (RTUs)"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866167279&partnerID=40&md5=b9bf0cf69a1103088bbec78015140497","cluster analysis; Florida; geospatial; SaTScan™; shark attack"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865638631&partnerID=40&md5=0a3dfe6cc497d8078de6c2c302624f0b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055181975&partnerID=40&md5=763b7bc841bbf54a9451881b34f2db73","Bayesian network; Decision-support; Integrated catchment management; Integrated modelling; Meta-model; Water framework directive"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949787569&partnerID=40&md5=bd0a067d7a1eb1b1bacd46fda7aea671",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859615274&partnerID=40&md5=831d4572f471220870e6091a07dd5649","Benchmarking; Irrigation practices; Olives; Structural equation modelling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856096493&partnerID=40&md5=7c8a1a7137caa040dd3d726ba1b8c512","Crash surrogate; Naturalistic driving study data analysis; Traffic safety"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856983509&partnerID=40&md5=ff21beedd169a61a9b46f6954f888016","Image processing; JAUS; LabVIEW; Parallel software architecture; Path history; Robotics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863277712&partnerID=40&md5=8353c96f20ee2c88acb45a44e667d72a","Air defense; Effectiveness analysis and evaluation; Exploratory modeling and analysis (EM&A); Force flow management"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905593765&partnerID=40&md5=c606f42a43884c41c4769d67a2aecfe1","Chat; Decision making; Decision space; Option awareness; Robust decision making; Situation space"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900318949&partnerID=40&md5=36e65583e553c2884992328e00d4c0fc","Electricity demand forecasting; Environmental and economic load dispatching; Particle filtering; Real time dispatching"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860853274&partnerID=40&md5=71bbd6d0ac450d7266895d3a5ccce51f","Adaptive neuro-Fuzzy inference system; Bayesian; Production; Throughput; Uncertainties"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455163668&partnerID=40&md5=bd7e891bfdf4ac5adeccfd31530d6991",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874008378&partnerID=40&md5=fb57afabdce5cc14217225269cc03e17",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055172715&partnerID=40&md5=a62b42b50a4067741c77a5c8e7753951","Adaptive management; Climate uncertainty; Climate variability; Economic decision rules; Integrated water resources management; Robust decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856720806&partnerID=40&md5=59b70443ae2582d1757c33248810a4c4",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859860220&partnerID=40&md5=6b0f3464de63ea32918582f4bd378d28","Economic dispatch; game theory; PEV; robust dispatch; wind power"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855443581&partnerID=40&md5=5c70d9a587008bf4dae09be29fc7743c","analytical hierarchical process (AHP); automation; fuzzy analytical hierarchical process (FAHP); fuzzy sets; placement; Remote terminal unit (RTU)"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857854661&partnerID=40&md5=f8a243e85dac6fd8cc8b3bca10511d28",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865581439&partnerID=40&md5=81cce2cfb03ece89143920a4bad36a49",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855679801&partnerID=40&md5=bb261ad44b2603acd7e76f487d89df68","Construction industry; Government policy; Infrastructure; New Zealand; Partnerships; Private sector organizations; Project delivery"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861792528&partnerID=40&md5=147203f3f227f6d151ebac90a5b39129","Enactment; Metrics; Performativity; Research assessment exercise (RAE); Sociology; Statistical co-construction; UK"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855820730&partnerID=40&md5=2099c86d86f36b3c4fa36c78a53041d6","Actinidia; Combining ability; Genetics; Heritability; Progeny test"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054926877&partnerID=40&md5=5f7f858029dcaabd157e043f1a36d51f",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054958520&partnerID=40&md5=d791f811aff854531d515fe74d498c8b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053349557&partnerID=40&md5=6308a0b94366c9f27a62a13c887de264",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891680684&partnerID=40&md5=a389f4a0ba72fe41efd243c24c32db67",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052230550&partnerID=40&md5=cd069bbf8b9a83b353870c3fac2a5b91","Chinese; Dissatisfaction; Internal encounter; Satisfaction; Service encounter quality"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956339708&partnerID=40&md5=50e200d6379273f6269bd17473b81166","Flash-fire; Hazardous material transportation; Lessons learnt; Liquefied petroleum gas; Past accident analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956301085&partnerID=40&md5=03ee6a559e6502d7dddd2f656b51dc6b","Climate change; Scenario discovery; Technological change; Technology R&D"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959285635&partnerID=40&md5=2e0ce5162c5d82a3096fb4afc5613963","Environmental sanitation; Groundwater; Health; Material flow analysis; Nitrogen; Sanitation planning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958109244&partnerID=40&md5=2e3e724a05bc906786eb4c80bd40912c",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957959300&partnerID=40&md5=af8b6b03e0669a63d33548353aad928a","Climate change; Decision support; Planning; Uncertainty; Water resources"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957657110&partnerID=40&md5=225a00be2bc00adcd69f874f0ab959c2","climate change; early Holocene; forest ecosystem process model; mean annual temperature; modern analogue technique; precipitation; seasonality"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956091068&partnerID=40&md5=68acfb79dc949302c657f75ed2b3a310","collaboration; collaborative decision-making; decision support; option awareness; robust decision-making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959333256&partnerID=40&md5=656203e407c1acc92aae6e69cbaafbde","Diversity; Robust decision making; Visual search"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955602733&partnerID=40&md5=a50a1d8579d6b7cc42e8853c34b6777b","anaerobic digestion; cluster analysis; Composting; factor analysis; foodstuff production; Likert scale; pig feeding"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953754310&partnerID=40&md5=d4ef5b45fcba7b1cd163c237286f37ff",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650858064&partnerID=40&md5=8dd3dcdb1835e37072d93d5a6a748c87","Analytic hierarchy process (AHP); Block joisted flooring system; Life cycle analysis (LCA); Sustainable construction"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955712510&partnerID=40&md5=8556e6720cf4cfd8b6d57e246adcdec9","agent-based simulations; decision making; epidemics; exploratory modeling; methodology; smallpox; vaccination policy; validity"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952381731&partnerID=40&md5=0d7a0749b6669eaa9025f1b6d529f54a","Behaviour; Decision making; Football; Fuzzy logic; Programming and algorithm theory; Robots"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651378384&partnerID=40&md5=991427e0e681031b6076ebcfcef10068","Consolidation; Exploratory modeling; Feasibility study; Public safety wireless network; Publicprivate partnership; Real option analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857959240&partnerID=40&md5=e3964495e1ce01285b7e0827699ecda7","adaptation; detectability; exploratory modelling; limits of prediction; uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951540364&partnerID=40&md5=0d0f33880565599342de9a41ae57c5a8",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954457123&partnerID=40&md5=2358f6c872ab34ab00097440b413c016","Analysis model; Armada area defence; Exploratory analysis; Influence diagrams"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751636549&partnerID=40&md5=71eae3f7f7d200963bce38ec8b9fcf01",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905647841&partnerID=40&md5=f016983d8ee9f06e9645a7991b0eecd0","Collaboration; Collaborative decision-making; Decision support; Option awareness; Robust decision-making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906237335&partnerID=40&md5=a4693078af7536e8628f9fb302334a63","Decision support systems (DSS); Infrastructure expansion; Robust decision making (RDM)"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906231482&partnerID=40&md5=ca8b0e8808d2fece294e00017d47f736","Climate change; Decision analysis; Demand management; Info-Gap; Uncertainty; Water management; Water resources"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650618421&partnerID=40&md5=c65e58a84558df0d2149955dfcb18a1b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650600645&partnerID=40&md5=83f2f46c4dfab4ce11419b36d7eb94ef","Cordon and search; Decision-making; Petri Nets; Robustness"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874257707&partnerID=40&md5=e63949bfbd6390faff15d5e3fa90cc08",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551510840&partnerID=40&md5=788303ff7bac57b9ba8443610c0ca1dc","Adaptive management; Climate uncertainty; Integrated water resources management; Robust decision-making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880485039&partnerID=40&md5=82c93441a18308a367b83bb1dce50aab","Analytic hierarchy process (AHP); Electric utilities; Group decision making; Spare parts inventory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877880043&partnerID=40&md5=a8cd803d97740e1c8548ea4b88b5b02b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055012476&partnerID=40&md5=a0e46b9afdbee03244f9f3817d20770b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952094876&partnerID=40&md5=3bacc72672bd472ca3bf169e20188a19","Distributed decision support; Multi-Criteria Decision Analysis (MCDA); Robustness; Scenarios; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960067343&partnerID=40&md5=da59feaff76f3b0f09beddd251b8d924",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650687364&partnerID=40&md5=b39ac3ad8885befdcf627087746b3d3e","Cancer cases; Curve fitting method; Nepal; Prediction; Radiotherapy; Statistical modelling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953285776&partnerID=40&md5=5fa594cd22343d0e83a77bbc68551e71",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957280570&partnerID=40&md5=7dd34bbc52528e727a3b4a16ec055955","agri-biotechnology; epistemic culture; mobile phoning; nonknowledge; risk"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958504511&partnerID=40&md5=304636d0d0da8027a7f2275f6d364a16","Decision-making under uncertainty; Robust optimisation; Task assignment; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955863451&partnerID=40&md5=947c7d099201b62c42ecb5ab47db45d0","Bioequivalence; Monte Carlo method; Probability of success (POS); Weighted average power"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955084450&partnerID=40&md5=eece44a58b97672f3acb12e70198c16a","Akaike's Information Criterion (AIC); Akaike-best model; model averaging; model selection; parameter selection; uninformative parameters"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953809303&partnerID=40&md5=d67b50426e9ce1f685b56bee974de374","Adaptive policies; Climate change; Deep uncertainty; Robust decision making; Water management"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956546408&partnerID=40&md5=4e48d70d22d0feb6177e5314dafdea60",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954951922&partnerID=40&md5=f20d9ac5aabbe0888da6a18a8ecd9b41","Basal area increment; Fagus sylvatica; Forest resource; Growth trends; National forest inventory; Statistical modelling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953476309&partnerID=40&md5=1a5ba85d94212e01cfbb6bb7a4131353",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950594372&partnerID=40&md5=7f052fb6569286ef29337e693f14fb0d","Biodiversity; Knowledge exchange; Knowledge transfer; Practitioner; Researcher; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950690162&partnerID=40&md5=77a81fd3682321558cd1c6774290d7b8","Agent-based model; Coupled human-environment system; LUDAS; Multi-agent system land-use change; Policy decision support; Vietnam"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949873882&partnerID=40&md5=02c6edfa8d2d5b511b50ea8d1320b219","Decision making; Drift-diffusion models; Info-gap; Optimal decision making; Robust decision making; Two-alternative forced-choice; Uncertainties"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950357192&partnerID=40&md5=d040772a72967a0b47e90e6a15af8bf7","Agent-Based Modeling; Exploratory Modeling; Interoperability; Public IT Investment; Social Network; Standardization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-81355125697&partnerID=40&md5=d66506525cef01b182e418e2e051d96e","Emotion tracking; Knowledge discovery; Scenario discovery; Sentiment tracking; Text mining; Text visualization; Visual analysis; Visual summary; Word clouds"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77249177511&partnerID=40&md5=181e2d99e8209812410197bdc4569c0e","Fuzzy AHP; Multi-criteria decision making; Simulation software; Software selection"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77249103506&partnerID=40&md5=e98ea8c1ccb42ceb96b8742bda566e9c","Commitment; Robustness; Unstructured uncertainty; Zero lower bound interest rate constraint"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949267653&partnerID=40&md5=7a36dc4dd363d431233d846bd877a3ab","Card sorting; Criteria; Doñana; Framing; Social learning; Uncertainty; Water management practice"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76349093369&partnerID=40&md5=11791cd5f07b61c6bec641c0cd247e16","Bacterial transport; Confocal microscopy; Filtration; Horizontal gene transfer"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885494892&partnerID=40&md5=b451df4e46acfe35f0796b3227adfa74","Autonomic; Exploratory modeling; SAMS; Self-Healing; Selfconfiguration; Selfoptimization; Selforganization; Symbiotic simulation; System of systems"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888289822&partnerID=40&md5=0c905d1c2102048b20cc9db159495009","Informed consent; Medical ethics; Medical practice; Medical treatment; Physician-patient relationship"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549103383&partnerID=40&md5=20651e9c4895dae5cbe303b078297cb3",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905657026&partnerID=40&md5=8dd7ce4f031805deacedd741d13ac6ca","Agent-based model; Courses of action; Decision-making; Equation model; Modeling and simulation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72149099073&partnerID=40&md5=113648699b02bbb73e89635feb54084f","Robust decision making; Scenario Discovery; Scenario planning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74849114261&partnerID=40&md5=e4361ec890570edbc89753e9be83e276","Dynamic decision making; Signal detection theory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955696502&partnerID=40&md5=44b83bf08105cd5b324d8c65cd132300",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953601592&partnerID=40&md5=f8b25ce316e2f469dfe2e4f0c92538b2","Co-evolutionary model; Hybrids forums; Sociotechnical expertise"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749271055&partnerID=40&md5=3e279f8777fcf5c7acc26c3bb63ba97f","Collaboration; Exploration; Modeling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449858780&partnerID=40&md5=27e6b2c9d6793d431257be2f21bc7612","Cricket; Pattern recognition; Snickometer; STFT; Time-frequency analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349956418&partnerID=40&md5=2920d57f26f7d47e3f1c79a38fcbe026",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449931818&partnerID=40&md5=4cfde941feddceaaef16a7b16f4e4be4",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349631880&partnerID=40&md5=6bfe45780efffe47f405295b1bfa1902",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349204503&partnerID=40&md5=fadad4c4b2c6cb6acb98d641fa6c3b3c","Product management; Quality management; Taguchi methods; Tests and testing"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349729861&partnerID=40&md5=1107de78ea2b53827592719f7b5e82c9",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349218863&partnerID=40&md5=7f26f2059ac0d873dbc4fa08ceb70356",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68249114454&partnerID=40&md5=20ac427e768505c0751669cfb8082db5","Experimental design; Exploratory analysis; Robust decision-making; Scenario; Scenario space; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-61449152039&partnerID=40&md5=76c5b816b2971c2cc6b9d6a7fc6c7f6b","Newsvendor model; Risk preferences; Robust decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890618828&partnerID=40&md5=0e4e485f647f07ecf1aea1ca42bd5433",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993708274&partnerID=40&md5=50704514287efcf7d147fb26b50c9f92",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905592116&partnerID=40&md5=a20ea784ac0ead2f56c17a9db0a62449","Decision support; Emergency operations decisionmaking; Experiment design; Principled ambiguity method; RDM; Research methods; Robust decision-making; Scenario design"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149231456&partnerID=40&md5=19b6a900d6efb87433a5458bda924e7e","Sampling; Scenario generation; Simulation; Stochastic programming environment"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-59149091411&partnerID=40&md5=0c9d62ae95ba5c940ba71fc090acc38f","Fuzzy linguistic quantifiers; Multi criteria decision making; Ordered weighted averaging; Robust decisions; Stochastic simulation; Water resources management"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54049101718&partnerID=40&md5=48f2f568a177fcdf7c55168baf235df4","Decision making; Enterprise resource planning; Fuzzy linear regression; Quality function deployment; Software selection"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349141790&partnerID=40&md5=8d36b4221781d3d8633383041c99f62d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58049129060&partnerID=40&md5=2542d657c8dad77db3b7a6cd0c1c5fa9","Backpropagation; Grasping force; Neural networks; Object grasping; Robot; Scattered energy of vibration; Slip detection"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149129963&partnerID=40&md5=ed39a356de4753a6c4326106bb6d61b5","Public acceptance; Social research; Water reuse"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861482420&partnerID=40&md5=aef9cff5c552898131306be60d475433","Engineering analysis process; Information maturity; Risk management; Uncertainty classification; Uncertainty modelling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149117935&partnerID=40&md5=47ffb122491ed23dd7cf713763fa50e6","Absolute continuity; Adjoint; Belief state; Category; Pignistic transformation; Voorbank map"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54349084124&partnerID=40&md5=9a674aec0d013466dc9e95ce7722700c","Conservation funding; Decision theory; Info-gap; Model uncertainty; Resource allocation; Sumatran tiger; Triage"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149138808&partnerID=40&md5=a5c94d946e0d8eb12a5bccc1fd198f2c","Exploratory modelling; Learning object quantum duck; Modern and contemporary physics; Photoelectric effect"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60749084411&partnerID=40&md5=46651bbcb92e9147e052b2de514a1b69",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952396873&partnerID=40&md5=f04514f24f5f6705841b14f80d01fbb1",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858308718&partnerID=40&md5=ce991ec6d56983e64f2c0a3077e70349","Bayesian belief network; Decision support; Integrated catchment management; Integrated modelling"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56049108588&partnerID=40&md5=d14f29e1889bb4d06000a383d04055ee","Ecological inference; Incomplete R x C tables; P-splines; Randomized response"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55849095132&partnerID=40&md5=e7f5b4e45457270ddcbb90d7e85bcad5","Hydrology; Management and uncertainty; Measurements; Models"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55349085476&partnerID=40&md5=60e0650dbda56e89b298dedc75659c4b","Nonnegative tensor factorization; PARAFAC; Scenario discovery; VAST 2007; Visual analytics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49249098476&partnerID=40&md5=d854f8f571f3ef9c58d4c9253ec40a13","Ecological niche model; MAXENT; Model comparison; OM-GARP; Sample size; Species distribution model"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649092005&partnerID=40&md5=754068b0d054a61fef28ba7c026b75dd","Agriculture; Catchment models; Diffuse pollution; Hydrological modelling; Nitrate; Phosphorus"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44349179867&partnerID=40&md5=91a6244af9d3b23467222998c23ac9d5",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-42449139639&partnerID=40&md5=e72c3cb1dd1900437fefc45e8206325d","Deviation robust optimization; Interval data uncertainty; Min-max regret robust optimization; Robust optimization"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43249124624&partnerID=40&md5=bed852107b8b90f5296b3b6e238770e4","Evolution; Participatory approach; Precautionary principle; Rationality; Risk communication; Technology"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849088066&partnerID=40&md5=c49a401f10271b92cf16fd1237856b14","Disturbance; Model analysis; Model evaluation; Spatial models; Succession; Vegetation dynamics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39549088103&partnerID=40&md5=bf64683b623554ad8848829074521180","Fuzzy linguistic quantifiers; Multi-criteria decision making; Ordered weighted averaging (OWA); Stochastic uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889765103&partnerID=40&md5=8e278af4bf98f1f43dcd353c366e8829","Data mining; Dimensionalization; Exploratory modeling; Mapping; Simulation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893522915&partnerID=40&md5=1eb2f145378f2c56b1d487827f159253","Exploratory modeling; ISA; Multi-criteria analysis; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36349026995&partnerID=40&md5=5c2618df98caac5844962f7d2bd11a3a","Computational experiments; Exploratory modeling; Natural range of variability; Scenarios; Uncertainty; Wildfire"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-47349115736&partnerID=40&md5=588d906e44858873afe1ba2edc9ee01c","Adaptive policy; Carbon emissions; Exploratory modeling method; System-of-system perspective"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-48349131760&partnerID=40&md5=63a16c0fb33b2b379065b33ad50bc951","Analytic hierarchy process; Data envelopment analysis; DEAHP; Distributed generation; Generation expansion planning; Micro-power systems; Multi attribute decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49749120613&partnerID=40&md5=b6742fdebef95374460d73920b3dc2ef",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55849131118&partnerID=40&md5=1ea7f079406b1b359f3737b9e1ce292e","Exploratory modeling; Risk; Risk based strategic planning; Uncertainty"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-48349122631&partnerID=40&md5=584534473c164698f6743e68ae3b8188",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-47249103464&partnerID=40&md5=d5d85560400ad0cad8df63e91430798d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867795378&partnerID=40&md5=31186826bf8f8d7562f98a81c121640e","Agent based modeling; Insurgent behaviors; Simulations; Traffic control points; Traffic flow strategies"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-56849104175&partnerID=40&md5=4eee66c91b623f45004c08716f77e666","Drug; NeOn; Networked ontologies; Ontology; Pharmaceutical sector; Semantic Nomenclature; Semantic web"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-37749012090&partnerID=40&md5=694e12258aa7cb9db1afebe7cb106631",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35548973441&partnerID=40&md5=72c1af23378a3b27c63f437f78f99e52","Adaptive harmonic wavelet transform; Damage detection; Lamb wave; Piezoelectric transducers; Statistical analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548356969&partnerID=40&md5=dadd3cc04690696a8bda5c3e5f9aab52","Evidence based medicine: Critical appraisal; Pediatric anesthesia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448997206&partnerID=40&md5=6ccd083990b00b7fa2e19dc7a3d1e682","Abrupt climate change; Deep uncertainty; Robust decision making"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248571358&partnerID=40&md5=c1c1cf3b26533c3f0b64491254dbb87e","Maintainability; Multiple adaptive regression splines; Object-oriented; Prediction"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247172058&partnerID=40&md5=23c08cf5573c91464c8561761078ecc4","Bacteria; Brownian; Microbial dynamics; Microflow cells; Motility; Sorption"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248674011&partnerID=40&md5=f7c8788db6eff00988ff153258d94e23","Experiment analysis; Exploratory analysis; Exploratory analysis modeling; Robust decision-making; Uncertainty management"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846838684&partnerID=40&md5=1df6e3e91c165d86dafecc1aba9029ed","Climate change; Scenarios; Uncertainty; Water management"
